;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
140;4261.0;15.0;53.7002268;86.8518684;203.0;6.029221238623486;1.1817135760106994;87.7241379310361;;80.4;17.803161514924266;422.1;0.0198837565004588;-0.9941878250229428;-0.1050270215152442;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.84126984126984;12.0;45.0;860.0;46.0;46.04074189814816;3.9;5.6;8.4;12.1;4.735070422535979;-1.518723356930432;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
141;4279.0;16.0;53.7000621;86.8518829;203.0;4.322878919550464;1.1282955838130728;89.59693486590203;;80.8;18.35951664422396;427.6;0.0540430304884266;-1.023758539818497;-0.0774956663607627;Груженный движется вперед;95;7530G;240;1823.0;91.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.82539682539682;12.0;45.0;860.0;46.0;46.51585300925927;4.9;6.6;6.8;13.9;4.622689825328084;-1.5997474624562598;6.6;6.6;10.6;15.37;point_30%;10;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
142;4297.0;18.0;53.6999006;86.851875;202.0;4.890472907620839;0.9893292223562842;91.45210727969518;;80.8;17.985939249417346;425.8;0.0387478331803813;-1.0003059039461608;-0.0856531049250535;Груженный движется вперед;95;7530G;240;1824.0;91.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.80952380952381;12.0;45.0;860.0;46.0;46.988964120370376;3.9;6.0;7.5;11.8;4.5633090474325275;-1.4365430097288865;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
143;4318.0;19.0;53.699713;86.8519178;202.0;4.782794352927245;1.0095656617788922;93.39923371647683;;80.8;21.073518214679524;428.0;0.0091771183848271;-0.9992862241256244;-0.0836137452839808;Груженный движется вперед;95;7530G;240;1823.0;91.0;99.5;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.79365079365079;12.0;45.0;860.0;46.0;47.464519675925935;4.1;6.2;9.2;10.4;4.500545964835195;-1.2237976287259231;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
144;4343.0;21.0;53.6995064;86.852044;202.0;3.365466129214979;0.9415325202718245;95.37011494253049;;81.2;24.456664236066576;424.925;-0.0244723156928724;-1.0054043030488429;-0.0591414295911083;Груженный движется вперед;95;7530G;240;1823.0;91.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.77777777777778;12.0;45.0;860.0;46.0;48.05469328703705;4.7;5.7;8.6;10.9;4.599920932907966;-1.4056006086425148;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
145;4370.0;24.0;53.6992667;86.8521115;202.0;2.8097846728848777;0.8184145888829064;97.3632183908064;;81.6;27.05201263384392;428.7;0.0040787192821454;-0.9972468644845518;-0.0489446313857448;Груженный движется вперед;95;7530G;240;1823.0;92.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.76190476190476;12.0;45.0;860.0;46.0;48.53102662037038;4.8;6.7;8.6;11.0;4.683758240578339;-1.2423454452012916;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
146;4406.0;25.0;53.698958;86.8522892;202.0;3.698177770724437;0.6523350044348705;99.3770114942547;;81.6;36.30567991987041;424.05;-0.0367084735393086;-1.0247782196390334;-0.0662791883348628;Груженный движется вперед;95;7530G;240;1824.0;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.74603174603175;12.0;45.0;860.0;46.0;49.00219328703705;5.1;6.4;9.8;10.7;4.819438325336338;-1.2405903251375654;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
147;4435.0;24.0;53.6987148;86.85243;203.0;5.911453348167378;0.48342726636282707;101.40996168582562;;82.0;28.61950165561327;424.075;-0.0163148771285816;-0.974813908432752;-0.1009483022330988;Груженный движется вперед;95;7530G;240;1824.0;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.73015873015873;12.0;45.0;860.0338983050848;46.00847457627118;49.473387731481495;4.7;6.0;12.7;12.8;4.944837082576071;-1.180667909961016;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
148;4460.0;22.0;53.6985033;86.8525769;202.0;4.343295656442658;0.2199411158685434;103.46053639846934;;82.0;25.457317996393268;425.4;0.0254919955134087;-0.9931681452024064;-0.07545630671969;Груженный движется вперед;95;7530G;240;1823.0;92.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.71428571428572;12.0;45.0;860.0677966101695;46.01694915254237;50.06422106481483;4.5;6.7;10.1;12.1;4.956906766703133;-1.3918000868185376;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
149;4489.0;19.0;53.6982484;86.8526548;203.0;3.6316102219419326;0.1005775531418581;105.59386973180273;;81.6;28.836540155575705;433.55;0.0356887937187723;-1.011522381972061;-0.0642398286937901;Груженный движется вперед;95;7530G;240;1822.0;93.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.698412698412696;12.0;45.0;860.1016949152543;46.02542372881356;50.545943287037055;4.9;5.9;7.4;11.9;4.934400653070851;-1.3594298997669352;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
150;4511.0;18.0;53.6980605;86.8527229;201.0;5.000373062519188;-0.04125120464201021;107.76398467433151;;81.2;21.39339092003385;437.55;0.0265116753339451;-1.0135617416131335;-0.0887121443866625;Груженный движется вперед;95;7530G;240;1820.0;94.0;99.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.68253968253968;12.0;45.0;860.1355932203389;46.03389830508475;51.03210995370373;4.7;5.5;7.6;14.1;5.048540530957524;-1.2802756167570024;6.6;6.6;10.6;15.37;point_30%;11;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
151;4530.0;16.0;53.6978904;86.8528088;201.5;4.368978269116875;-0.10985628884188815;109.904214559389;;81.0;19.763974981762583;436.6625;0.0119812378913021;-0.9875599061894564;-0.07545630671969;Груженный движется вперед;95;7530G;240;1821.0;93.5;99.5;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.65873015873016;12.0;45.0;860.1864406779662;46.04661016949153;51.759880787037055;3.9;6.0;9.1;10.6;5.146614673206044;-1.3120436359123793;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
152;4553.0;15.0;53.6976958;86.8528958;202.0;6.602350658570244;-0.13176088189748705;112.0590038314197;;81.2;22.409139022679007;433.675;-0.0499643112062812;-1.020699500356888;-0.1182828591822167;Груженный движется вперед;95;7530G;240;1822.0;93.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.63492063492063;12.0;45.0;860.2372881355932;46.059322033898304;52.603137731481496;4.8;5.3;8.5;11.0;5.26537426389684;-1.3119503017742389;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
153;4589.0;14.0;53.6973774;86.8530382;203.0;5.918057317758568;-0.15691844595395055;114.22681992337377;;81.2;36.666214955397855;440.675;0.0010196798205363;-1.00336494340777;-0.1040073416947078;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.61904761904762;12.0;45.0;860.271186440678;46.067796610169495;53.09277662037039;3.7;5.5;8.7;11.0;5.445337890747863;-1.3734692119084535;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
154;4607.0;13.0;53.6972243;86.8530899;203.0;7.023542010416772;-0.18294828946307473;116.40613026820138;;80.8;17.380587388788097;433.55;0.0050983991026817;-0.9931681452024064;-0.1223615784643621;Груженный движется вперед;95;7530G;240;1821.0;93.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.6031746031746;12.0;45.0;860.3050847457627;46.07627118644068;53.81535995370372;4.1;4.9;7.0;12.3;5.698196246042517;-1.5457936175522695;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
155;4629.0;11.0;53.6970278;86.8530982;203.0;7.029001429699009;-0.0557432685361983;118.64137931034703;;80.4;21.881489394129066;436.55;0.0224329560517997;-0.99214846538187;-0.1223615784643621;Груженный движется вперед;95;7530G;240;1821.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.58730158730159;12.0;45.0;860.3389830508474;46.08474576271186;54.179151620370384;3.3;5.0;7.8;11.8;5.837078314763555;-1.3139555103505005;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
156;4641.0;11.0;53.6969214;86.8531454;203.0;7.6060224854903575;0.06343692277171682;120.84521072797159;;80.4;12.24630498368373;437.75;0.0050983991026817;-1.0003059039461608;-0.133578056490262;Груженный движется вперед;95;7530G;240;1821.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.57142857142857;12.0;45.0;860.3728813559322;46.09322033898305;54.908734953703714;3.5;4.9;7.9;11.2;5.963048085862014;-1.5291494053892785;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
157;4657.0;12.0;53.6967779;86.8531555;202.0;5.984432390738405;0.09247506904480791;122.99693486590267;;80.4;15.988481107596456;440.35;-0.0040787192821454;-0.99214846538187;-0.1040073416947078;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.55555555555556;12.0;45.0;860.4067796610169;46.10169491525424;55.39801273148149;4.1;4.8;7.9;11.2;6.099278289445961;-1.370257449746918;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
158;4672.0;14.0;53.6966445;86.8532013;202.5;5.342802578449739;0.36703967870564347;125.09655172414024;;80.4;15.153965458529036;440.25;-0.0096869582950953;-0.99214846538187;-0.0927908636688079;Груженный движется вперед;95;7530G;240;1815.0;95.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.53174603174603;12.0;45.0;860.457627118644;46.11440677966102;56.009471064814825;4.4;5.7;9.8;12.2;6.124495054793225;-1.3594220833633721;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
159;4693.0;15.0;53.6964566;86.8532694;202.0;4.200877092207626;0.7077741119495822;127.14406130268435;;80.4;21.39342680118471;433.8;0.0061180789232181;-0.971754868971143;-0.0713775874375446;Груженный движется вперед;95;7530G;240;1821.0;93.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.507936507936506;12.0;45.0;860.5084745762712;46.1271186440678;56.61197106481482;4.8;5.6;9.0;12.1;6.071720203182168;-1.3435209510485207;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
160;4717.0;17.0;53.6962541;86.8533485;201.0;4.734123918886635;0.7920248488397932;129.18544061302921;;80.8;23.137583325418618;435.9;-0.0183542367696543;-1.009483022330988;-0.0836137452839808;Груженный движется вперед;95;7530G;240;1821.0;93.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.49206349206349;12.0;45.0;860.542372881356;46.13559322033898;57.09630439814816;4.7;5.7;8.5;11.7;6.043625748874247;-1.4011504194653024;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
161;4737.0;18.0;53.6960754;86.8534002;203.0;5.093523299225903;0.8978486272950538;131.2475095785465;;80.8;20.182861427201388;437.55;0.0112164780258998;-0.9952075048434792;-0.0887121443866625;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.47619047619048;12.0;45.0;860.5762711864406;46.144067796610166;57.582471064814825;4.7;6.1;9.3;10.4;6.017648499161507;-1.2731785913244718;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
162;4758.0;17.0;53.6958899;86.8534963;202.0;6.894576471882586;0.8764070844628583;133.3141762452132;;80.8;21.599680730828545;433.925;-0.0112164780258998;-0.9697155093300704;-0.1172631793616804;Груженный движется вперед;95;7530G;240;1822.0;92.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.46031746031746;12.0;45.0;860.6101694915254;46.15254237288136;58.18514467592593;5.7;6.4;8.7;14.0;5.762601850400167;-1.4106384664236415;6.6;6.6;10.6;15.37;point_30%;12;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
163;4777.0;14.0;53.695729;86.8535402;202.0;5.5285307049882615;1.247685019288003;135.32643678161168;;80.8;18.143810758225616;434.725;0.0316100744366268;-1.0003059039461608;-0.0968695829509534;Груженный движется вперед;95;7530G;240;1821.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.44444444444444;12.0;45.0;860.6440677966102;46.16101694915254;58.66817245370371;4.1;5.4;8.1;12.7;5.383216932566897;-1.348937949232631;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
164;4793.0;13.0;53.6955807;86.8535967;202.0;5.727341305350232;1.1271279126337905;137.20613026820178;;80.4;16.92375623198965;437.175;0.0152951973080452;-0.9962271846640156;-0.0999286224125624;Груженный движется вперед;95;7530G;240;1821.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.42857142857143;11.936507936507937;44.98412698412698;860.6779661016949;46.16949152542373;59.153922453703714;4.1;5.1;7.0;12.2;5.123012050977188;-1.292266272999119;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
165;4809.0;14.0;53.6954426;86.8536634;201.0;5.718960693950706;0.8945153953389311;138.9877394636041;;80.4;15.989713446717644;433.55;0.0336494340776996;-0.9972468644845518;-0.0999286224125624;Груженный движется вперед;95;7530G;240;1821.0;93.0;99.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.41269841269841;11.873015873015872;44.96825396825397;860.7118644067797;46.17796610169491;59.63564467592594;3.7;6.0;7.4;11.5;4.799586597865948;-1.2606331399163344;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
166;4831.0;16.0;53.6952599;86.8537623;202.0;5.251485260378326;0.5241699936024741;140.7072796934892;;80.4;21.357510581644213;441.65;0.0193739165901906;-0.9982665443050882;-0.0917711838482716;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.3968253968254;11.80952380952381;44.95238095238095;860.7457627118644;46.1864406779661;60.12636689814816;3.9;6.1;9.6;11.1;4.389653806818433;-1.1259601007260005;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
167;4850.0;17.0;53.6951039;86.8538879;202.0;4.155612875366919;0.2803286020722677;142.37854406130532;;80.4;19.23838476534854;429.875;0.0295707147955541;-0.9819516671765066;-0.0713775874375446;Груженный движется вперед;95;7530G;240;1822.0;92.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.38095238095238;11.746031746031749;44.93650793650794;860.7796610169491;46.19491525423729;60.60400578703705;4.9;5.4;8.0;12.5;4.137912874643119;-1.0817239015199958;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
168;4869.0;17.0;53.6949556;86.8540212;201.0;4.079025236833814;0.108707621830262;144.01839080460036;;80.4;18.701326643420146;418.15;0.0346691138982359;-1.0003059039461608;-0.0713775874375446;Груженный движется вперед;95;7530G;240;1825.0;89.0;99.5;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.36507936507937;11.682539682539682;44.92063492063492;860.8135593220339;46.20338983050848;61.06861689814816;4.9;5.6;5.5;13.5;3.850136264148167;-0.7727116981063133;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
169;4888.0;15.0;53.6948338;86.8542322;201.0;4.307313459141329;-0.153141527805285;145.62605363984943;;80.0;19.423180619707708;422.1125;0.049454471296013;-0.9870500662791885;-0.0744366268991536;Груженный движется вперед;95;7530G;240;1824.5;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.34126984126984;11.587301587301589;44.89682539682539;860.8644067796611;46.21610169491525;61.7721377314815;4.5;6.0;7.9;13.9;3.850483398014819;-0.3087610565877297;6.6;6.6;10.6;15.37;point_120%;13;6.6;10.6;25.0;1;0;[53.69508664167239, 86.85454633965249];34.94216737453071;0;0;0.0;0.0
170;4910.0;18.0;53.6947728;86.8545552;204.0;3.430035257543411;-0.3776807809772363;147.2291187739491;;80.0;22.3462838620414;430.575;0.0734169470786173;-0.9839910268175792;-0.0591414295911083;Груженный движется вперед;95;7530G;240;1815.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.31746031746032;11.492063492063492;44.87301587301587;860.9152542372881;46.22881355932204;62.25055439814817;4.2;9.3;9.1;12.4;3.4815108604775866;0.4284991404470535;6.6;9.569999999999999;10.6;15.37;point_120%;13;6.6;10.6;25.0;1;0;-;0.0;0;0;0.0;0.0
171;4938.0;25.0;53.6948772;86.8549412;200.0;2.8933331535905706;-0.4557636907505932;148.6804597701177;;80.4;27.970758057400595;389.5;-0.037728153359845;-0.9676761496889976;-0.0489446313857448;Груженный движется вперед;95;7530G;240;1659.5;97.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.3015873015873;11.428571428571429;44.85714285714285;860.9491525423729;46.23728813559322;62.79152662037039;7.8;8.2;10.0;15.6;3.1157135050840847;0.5531173712731021;6.6;9.569999999999999;10.6;15.37;point_120%;13;6.6;10.6;25.0;1;0;-;0.0;0;0;0.0;0.0
172;4976.0;25.0;53.6950542;86.8554254;209.0;2.024218367942302;-0.6830704944686714;149.9885057471292;;81.2;37.50695769086819;321.35;-0.0571020699500356;-0.9503415927398796;-0.0336494340776996;Груженный движется вперед;95;7530G;240;1627.0;81.0;83.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.285714285714285;11.365079365079366;44.84126984126984;860.9830508474577;46.24576271186441;63.23784606481483;7.8;6.8;13.6;15.2;2.822139272377678;0.6410334460984349;6.6;9.569999999999999;10.6;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
173;5014.0;25.0;53.6952568;86.855884;200.0;0.40092261026118053;-0.8142338629937838;151.20919540230165;;81.6;37.71388190754339;266.5;-0.0530233506678902;-1.0186601407158151;-0.0071377587437544;Груженный движется вперед;95;7530G;240;1340.0;81.0;99.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.26984126984127;11.301587301587302;44.82539682539682;861.0169491525423;46.25423728813559;63.53395717592594;7.5;9.0;11.3;12.2;2.5504923398895434;0.8308276100110816;6.6;9.569999999999999;10.6;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;25.0;0.0
174;5042.0;25.0;53.6954457;86.8561753;196.0;0.9686581978231353;-1.2843508515078237;152.38084291188022;;82.2;28.47520902559709;195.4125;-0.0657693484245946;-0.8417456918527583;-0.0142755174875089;Груженный движется вперед;95;7530G;240;1452.5;51.5;62.5;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.24603174603175;11.206349206349206;44.8015873015873;861.0677966101696;46.26694915254237;63.80536342592594;7.9;9.4;16.7;16.2;2.1762835337759445;0.8672150545986003;6.6;9.569999999999999;15.37;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
175;5077.0;22.0;53.6956822;86.8565142;197.0;2.497839036941058;-1.5344577200905456;153.4337164750986;;82.8;34.52657965116129;199.5;-0.0132558376669725;-0.8881411236871622;-0.0387478331803813;Груженный движется вперед;95;7530G;240;1270.0;63.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.22222222222222;11.11111111111111;44.77777777777778;861.1186440677966;46.27966101694916;64.08244675925927;6.9;7.9;11.1;17.9;1.6823109345513971;1.0833173948663837;6.6;6.6;15.37;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
176;5108.0;25.0;53.695927;86.8567334;205.0;3.034978209018291;-2.1247333182051347;154.2758620689684;;83.6;30.844352117554248;435.8250000000001;-0.1560110125420618;-1.0461914958702967;-0.0560823901294993;Груженный движется вперед;95;7530G;240;1801.0;98.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.20634920634921;11.047619047619047;44.76190476190476;861.1525423728814;46.28813559322034;64.56669675925927;6.4;7.2;14.7;14.1;1.5981037171459913;0.8809186382371276;6.6;6.6;15.37;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
177;5136.0;26.0;53.6961221;86.8570053;205.0;1.233586155020264;-2.0902344903961345;155.08659003831707;;84.0;28.15786683377734;94.55;-0.0214132762312633;-0.9941878250229428;-0.0214132762312633;Груженный движется вперед;95;7530G;240;1493.0;28.0;27.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.19047619047619;10.984126984126984;44.74603174603175;861.1864406779661;46.29661016949152;64.67175231481482;6.4;8.1;13.9;13.0;1.426018676634736;0.772493251231612;6.6;6.6;15.37;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
178;5169.0;25.0;53.6963316;86.8573684;215.0;0.4300551681865293;-2.124689643739359;155.84980842912165;;84.0;33.41613497921045;195.25;0.0096869582950953;-1.2225961048230856;-0.0091771183848271;Груженный движется вперед;95;7530G;240;1200.0;64.0;99.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.17460317460318;10.92063492063492;44.73015873015873;861.2203389830509;46.30508474576271;64.88869675925928;7.5;10.5;14.1;23.9;1.135882262072197;0.9820828878919187;6.6;9.569999999999999;15.37;24.91;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
179;5196.0;23.0;53.696532;86.8575944;210.0;3.7725046016056307;-2.125380426276159;156.46206896552013;;84.8;26.824592352909;397.675;-0.0152951973080452;-1.1287855613337412;-0.0744366268991536;Груженный движется вперед;95;7530G;240;1691.5;97.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.15873015873016;10.857142857142858;44.71428571428572;861.2542372881356;46.313559322033896;65.44102314814816;6.8;7.3;12.3;15.3;1.0649042257715113;1.0804872111996366;6.6;9.569999999999999;15.37;18.55;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
180;5229.0;22.0;53.6967921;86.8578289;196.0;0.16557921774766726;-1.6359557199690842;157.0007662835278;;84.0;32.8215040652879;37.150000000000006;-0.0142755174875089;-1.058427653716733;-0.003059039461609;Груженный движется вперед;95;7530G;240;1287.0;13.0;19.0;799.925925925926;30.01851851851852;796.0;29.0;884.0;45.0;884.0;41.142857142857146;10.793650793650794;44.698412698412696;861.2881355932203;46.32203389830509;65.49262037037039;9.4;7.8;8.1;19.3;1.158948597498414;1.036239506834003;9.569999999999999;9.569999999999999;15.37;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
181;5258.0;20.0;53.6970152;86.858052;196.0;1.638981760242421;-1.1579493402632777;157.5256704980872;;83.6;28.862267116733243;240.0;-0.0346691138982359;-0.9615580707657796;-0.0275313551544814;Груженный движется вперед;95;7530G;240;1387.0;73.0;96.0;799.8518518518518;30.03703703703704;796.0;29.0;884.0;45.0;884.0;41.12698412698413;10.730158730158731;44.68253968253968;861.3220338983051;46.33050847457627;65.8926203703704;6.6;9.1;15.5;11.3;0.8974081992379193;0.9311974526964729;9.569999999999999;9.569999999999999;15.37;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
182;5285.0;18.0;53.6972148;86.8583028;204.0;-4.193135189483566;-1.3498487302492288;157.9218390804627;;83.2;27.69387973771493;54.25;0.0163148771285816;-1.0568981339859285;0.0774956663607627;Груженный движется вперед;95;7530G;240;1296.0;19.0;29.0;799.7777777777778;30.05555555555556;796.0;29.0;884.0;45.0;884.0;41.11111111111112;10.666666666666666;44.66666666666666;861.3559322033898;46.33898305084746;65.95289814814818;10.3;13.0;9.8;16.1;0.9920425834346938;1.0362432335947087;9.569999999999999;13.529999999999998;10.6;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
183;5307.0;17.0;53.6973827;86.8584707;200.5;2.8549818585675157;-1.2139386619029657;158.28045977011786;;83.0;21.721034705885977;315.38750000000005;-0.0007647598654022;-0.9814418272662384;-0.0489446313857448;Груженный движется вперед;95;7530G;240;1467.25;87.0;100.0;799.6666666666667;30.08333333333333;796.0;29.0;884.090909090909;45.0;884.0;41.08730158730159;10.571428571428571;44.64285714285714;861.406779661017;46.35169491525424;66.39093634259262;5.5;7.6;12.8;13.3;0.699770412157693;0.8421010880941686;6.6;6.6;10.6;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
184;5330.0;21.0;53.697534;86.8586988;203.0;2.203029841296866;-1.0173294737630347;158.5386973180106;;82.4;22.576350889363543;426.0;-0.0601611094116447;-0.9788926277148976;-0.037728153359845;Груженный движется вперед;95;7530G;240;1764.5;98.0;100.0;799.5555555555555;30.11111111111111;796.0;29.0;884.3636363636364;45.0;884.0;41.06349206349206;10.476190476190476;44.61904761904762;861.457627118644;46.36440677966102;66.74593634259263;6.6;7.6;12.2;17.0;0.8503820832116777;0.9780268137876118;6.6;6.6;10.6;15.37;point_120%;13;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
